ApplicantName,Callsign,FileNumber,Filing State,Red Light,AppType,Accepted For Filing PN,Class Of Earth Station,SiteID,AntennaID,Quantity,SiteStreet1,SiteStreet2,SiteCity,SiteCounty,Site State,Site Zip Code,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,latitude,longitude,marker-symbol,
Alpha 3E Licensee LLC,E190012,SESREG2018100903629,current,,REG,,FES,1,AMC-18    ,1,227 22nd Ave S,,Brookings,Brookings,SD,57006,44,18,12.53,96,46,3.39,44.3034805555556,-96.7676083333333,communications-tower-11,
Alpha 3E Licensee LLC,E190013,SESREG2018100903630,current,,REG,,FES,1,AMC-18    ,1,3800 Cornhusker Hwy,,Lincoln,Lancaster,NE,68504,40,50,43.4,96,39,58.37,40.8453888888889,-96.6662138888889,communications-tower-11,
Alpha 3E Licensee LLC,E191389,SESREG2018100905013,current,,REG,,FES,1,AMC-18    ,1,921 9th Ave SE,,Watertown,Codington,SD,56187,44,53,25.23,97,6,7.29,44.8903416666667,-97.102025,communications-tower-11,
Alpha 3E Licensee LLC,E191390,SESREG2018100905014,current,,REG,,FES,1,AMC-18    ,1,639 W Bridge St,,Redwood Falls,Redwood,MN,56283,44,32,33.44,95,7,56.04,44.5426222222222,-95.1322333333333,communications-tower-11,
Alpha 3E Licensee LLC,E191391,SESREG2018100905015,current,,REG,,FES,1,AMC-18    ,1,101 S Egan,,Madison,Lake,SD,57042,44,0,17.63,97,6,51.38,44.0048972222222,-97.1142722222222,communications-tower-11,
Alpha 3E Licensee LLC,E191392,SESREG2018100905016,current,,REG,,FES,1,AMC-18    ,1,1140 150th Ave,,Luverne,Rock,MN,56156,43,39,5.49,96,10,18.35,43.651525,-96.1717638888889,communications-tower-11,
Alpha 3E Licensee LLC,E191426,SESREG2018100905048,current,,REG,,FES,1,1,1,1807 Lee Blvd,,Mankato,Blue Earth,MN,,44,10,22.49,94,2,20.83,44.1729138888889,-94.0391194444444,communications-tower-11,
Alpha 3E Licensee LLC,E191427,SESREG2018100905049,current,,REG,,FES,1,1,1,1418 25th St,,Columbus,Platte,NE,68602,41,26,26.42,97,20,40.53,41.4406722222222,-97.3445916666667,communications-tower-11,
Alpha 3E Licensee LLC,E191428,SESREG2018100905050,current,,REG,,FES,1,1,1,341 S Yorktown Pike,,Mason City,Cerro Gordo,IA,50401,43,8,58.7,93,8,45.65,43.1496388888889,-93.1460138888889,communications-tower-11,
Alpha Media Licensee LLC,E020149,SESRWL2017051900569,current,,RWL,,FES,1,1,1,1210 EXECUTIVE DRIVE,,TOPEKA,SHAWNEE,KS,66601,39,2,38,95,46,9,39.0438888888889,-95.7691666666667,communications-tower-11,
Alpha Media Licensee LLC,E191368,SESREG2018100904992,current,,REG,,FES,Alpha Bluefield,CBand1    ,1,300 Bluefield Avenue,,Bluefield,Mercer,WV,24701,37,15,55.8,81,14,6.19,37.2655,-81.2350527777778,communications-tower-11,
Alpha Media Licensee LLC,E191385,SESREG2018100905009,current,,REG,,FES,Clinton,CBand1    ,2,2201 N. Antioch Street,,Clinton,Henry,MO,64735,38,23,42.7,93,46,16.2,38.3951944444444,-93.7711666666667,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,2,2,1,520 S. 4th Street,,Louisville,Jefferson,KY,40202,38,15,1.8,85,45,29.9,38.2505,-85.7583055555556,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,3,3,1,1205 Maryland Avenue,,Hagerstown,Washington,MD,21740,39,37,10.8,77,44,9.2,39.6196666666667,-77.7358888888889,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,4,4,1,3651 Pegasus Drive,,Bakersfield,Kern,CA,93380,35,26,14.7,119,4,16.6,35.4374166666667,-119.071277777778,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,5,5,1,3250 Belvidere Road,,Waukegan,Lake,IL,60085,42,20,57.1,87,52,52.7,42.3491944444445,-87.8813055555555,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,6,6,1,8500 Green Bay Road,,Pleasant Prairie,Kenosha,WI,53158,42,33,9,87,53,33.5,42.5525,-87.8926388888889,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,7,7,1,25 Penncraft Avenue,,Chambersburg,Franklin,PA,17201,39,56,12.5,77,39,19.2,39.9368055555556,-77.6553333333334,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,8,8,1,401 Mall Boulevard,Suite 101-D,Savannah,Chatham,GA,31406,32,0,6.1,81,6,43.4,32.0016944444444,-81.1120555555556,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,9,9,1,717 E David Road,,Kettering,Montgomery,OH,45429,39,40,52.7,84,9,31.3,39.6813055555556,-84.1586944444444,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,10,10,1,1401 KREI Blvd,,Farmington,St. Francois,MO,63640,37,47,30.7,90,24,35.2,37.7918611111111,-90.4097777777778,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,11,11,1,1026 Scenic Drive,,Festus,Jefferson,MO,63028,38,13,57.1,90,23,52.9,38.2325277777778,-90.3980277777778,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,12,12,1,1900 Pineview Drive,,Columbia,Richland,SC,29209,33,57,2.2,80,55,42.3,33.9506111111111,-80.9284166666667,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,13,13,1,367 Rte 66,,St. Robert,Pulaski,MO,65584,37,49,11.3,92,9,5.3,37.8198055555556,-92.1514722222222,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,14,14,1,550 Market Avenue South,,Canton,Stark,OH,44702,40,47,43,81,22,33,40.7952777777778,-81.3758333333333,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,15,15,1,3505 Olsen Blvd,,Amarillo,Randall,TX,79109,35,11,1.4,101,52,42.8,35.1837222222222,-101.878555555556,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,16,16,1,607 E. Platte-Clay Way,,Cameron,DeKalb,MO,64429,39,45,35.5,94,13,55.1,39.7598611111111,-94.2319722222222,communications-tower-11,
Alpha Media Licensee LLC,E200548,SESREG2018101605858,current,,REG,,FES,17,17,1,18553 Gentry Road,,Lebanon,Laclede,MO,65536,37,41,7.1,92,41,36.5,37.6853055555555,-92.6934722222222,communications-tower-11,
